Sample_Index,Cluster_Label
0,0
1,0
2,0
3,1
4,1
5,1
6,1
7,1
8,0
9,0
10,1
11,1
12,1
13,1
14,1
15,0
16,1
17,0
18,0
19,0
20,0
21,1
22,1
23,1
24,0
25,0
26,0
27,0
28,0
29,1
30,1
31,0
32,0
33,1
34,0
35,1
36,1
37,1
38,1
39,0
40,0
41,0
42,0
43,0
44,0
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,0
56,1
57,1
58,0
59,0
60,1
61,0
62,0
63,1
64,1
65,1
66,0
67,1
68,1
69,0
70,1
71,1
72,1
73,1
74,0
75,1
76,1
77,1
78,1
79,1
80,0
81,0
82,0
83,1
84,1
85,1
86,1
87,1
88,0
89,0
90,1
91,0
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,0
100,0
101,0
102,1
103,1
104,0
105,1
106,0
107,0
108,1
109,1
110,0
111,0
112,0
113,0
114,0
115,1
116,1
117,1
118,1
119,0
120,0
121,1
122,1
123,1
124,0
125,0
126,1
127,0
128,0
129,1
130,1
131,1
132,1
133,1
134,1
135,0
136,0
137,1
138,0
139,0
140,0
141,1
142,1
143,1
144,1
145,0
146,1
147,1
148,1
149,1
150,0
151,0
152,1
153,1
154,0
155,1
156,1
157,1
158,0
159,1
160,0
161,1
162,0
163,1
164,0
165,1
166,1
167,1
168,0
169,0
170,1
171,1
172,1
173,1
174,1
175,0
176,0
177,0
178,1
179,1
180,0
181,1
182,0
183,1
184,0
185,0
186,1
187,1
188,1
189,1
190,0
191,1
192,1
193,1
194,0
195,1
196,1
197,1
198,0
199,0
200,0
201,0
202,0
203,1
204,1
205,0
206,0
207,0
208,0
209,1
210,0
211,1
212,0
213,0
214,0
215,0
216,1
217,1
218,0
219,1
220,1
221,0
222,0
223,1
224,1
225,1
226,1
227,0
228,0
229,0
230,0
231,1
232,1
233,1
234,1
235,0
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,1
244,0
245,1
246,1
247,1
248,0
249,0
250,0
251,0
252,1
253,0
254,0
255,0
256,1
257,1
258,0
259,1
260,1
261,1
262,0
263,0
264,1
265,1
266,1
267,1
268,0
269,0
270,0
271,0
272,1
273,1
274,0
275,1
276,1
277,0
278,1
279,1
280,0
281,0
282,1
283,1
284,0
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,0
293,1
294,0
295,1
296,1
297,1
298,1
299,1
300,1
301,0
302,0
303,0
304,1
305,1
306,0
307,0
308,1
309,1
310,0
311,0
312,1
313,1
314,1
315,1
316,1
317,0
318,0
319,0
320,1
321,1
322,0
323,0
324,1
325,1
326,0
327,1
328,1
329,1
330,0
331,0
332,0
333,1
334,0
335,0
336,1
337,1
338,0
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,0
350,1
351,1
352,1
353,0
354,0
355,0
356,1
357,0
358,1
359,0
360,1
361,1
362,1
363,0
364,1
365,1
366,0
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,0
375,0
376,1
377,0
378,0
379,0
380,1
381,0
382,0
383,1
384,0
385,0
386,0
387,0
388,1
389,0
390,0
391,1
392,1
393,1
394,0
395,1
396,1
397,1
398,0
399,0
400,1
401,0
402,0
403,0
404,0
405,1
406,1
407,0
408,1
409,0
410,1
411,0
412,0
413,0
414,0
415,1
416,1
417,0
418,1
419,0
420,0
421,1
422,1
423,1
424,1
425,1
426,0
427,0
428,1
429,1
430,0
431,0
432,1
433,0
434,0
435,0
436,0
437,1
438,1
439,1
440,1
441,0
442,0
443,1
444,1
445,0
446,0
447,1
448,0
449,0
450,1
451,1
452,1
453,0
454,0
455,0
456,0
457,1
458,1
459,0
460,1
461,0
462,1
463,1
464,1
465,1
466,0
467,0
468,1
469,0
470,0
471,1
472,1
473,1
474,1
475,1
476,0
477,0
478,1
479,0
480,1
481,1
482,0
483,1
484,1
485,1
486,0
487,1
488,1
489,1
490,1
491,1
492,1
493,0
494,1
495,1
496,1
497,0
498,1
499,1
500,1
501,0
502,1
503,1
504,1
505,1
506,0
507,1
508,1
509,0
510,1
511,0
512,1
513,0
514,1
515,0
516,0
517,1
518,1
519,0
520,1
521,0
522,1
523,1
524,1
525,0
526,1
527,1
528,0
529,0
